Order ID,Order Date,Region,Product Line,Units Sold,Unit Price,Order Status,Delivery Days,Support Issue,Resolution Time (hrs),Customer Satisfaction,Total Revenue
HP00242,2025-05-09 03:38:52.848532,Asia-Pacific,Desktops,50,1596.86,Cancelled,6,Hardware,65,1,79843.0
HP00243,2024-07-30 03:38:52.848534,North America,Printers,67,1596.86,Delivered,9,Hardware,59,5,106989.62
HP00244,2025-04-19 03:38:52.848537,North America,Monitors,44,1596.86,Pending,1,Network,52,2,70261.84
HP00245,2025-05-08 03:38:52.848540,South America,Laptops,58,1596.86,Backordered,11,Network,47,2,92617.88
HP00246,2024-10-30 03:38:52.848544,Asia-Pacific,Accessories,3,1596.86,Delivered,10,Setup,7,1,4790.58
HP00247,2025-01-05 03:38:52.848548,Africa,Printers,86,1596.86,Backordered,12,Hardware,11,5,137329.96
HP00248,2024-11-04 03:38:52.848553,Middle East,Desktops,70,1596.86,Delivered,7,Setup,61,2,111780.2
HP00249,2025-04-14 03:38:52.848557,Asia-Pacific,Desktops,2,1596.86,Backordered,10,Warranty,68,4,3193.72
HP00250,2024-11-24 03:38:52.848567,South America,Printers,87,1596.86,Pending,9,Setup,25,3,138926.82
HP00251,2024-09-18 03:38:52.848572,South America,Desktops,44,1596.86,Pending,10,Software,12,3,70261.84
HP00252,2024-05-22 03:38:52.848575,Asia-Pacific,Monitors,2,1596.86,Delivered,9,Setup,26,2,3193.72
HP00253,2025-05-03 03:38:52.848577,South America,Laptops,81,1596.86,Cancelled,10,Network,12,5,129345.66
HP00254,2025-04-21 03:38:52.848580,Asia-Pacific,Monitors,35,1596.86,Backordered,11,Warranty,43,2,55890.1
HP00255,2024-08-27 03:38:52.848583,Europe,Desktops,98,1596.86,Cancelled,13,Software,51,5,156492.28
HP00256,2025-03-14 03:38:52.848585,Asia-Pacific,Accessories,87,1596.86,Cancelled,3,Setup,37,4,138926.82
HP00257,2024-09-10 03:38:52.848590,Asia-Pacific,Laptops,30,1596.86,Cancelled,11,Warranty,46,5,47905.8
HP00258,2024-09-10 03:38:52.848594,South America,Laptops,8,1596.86,Pending,13,Warranty,53,2,12774.88
HP00259,2024-07-30 03:38:52.848599,South America,Printers,22,1596.86,Delivered,5,Software,13,4,35130.92
HP00260,2025-01-30 03:38:52.848603,North America,Printers,44,1596.86,Delivered,8,Setup,54,1,70261.84
HP00261,2025-05-13 03:38:52.848608,North America,Accessories,58,1596.86,Pending,8,Warranty,57,3,92617.88
HP00262,2025-01-22 03:38:52.848612,Europe,Laptops,36,1596.86,Pending,4,Warranty,4,2,57486.96
HP00263,2024-06-07 03:38:52.848618,North America,Accessories,69,1596.86,Delivered,12,Hardware,49,2,110183.34
HP00264,2024-08-29 03:38:52.848623,Asia-Pacific,Printers,77,1596.86,Cancelled,11,Warranty,7,2,122958.22
HP00265,2024-09-06 03:38:52.848625,South America,Printers,93,1596.86,Backordered,11,Hardware,11,4,148507.98
HP00266,2024-12-28 03:38:52.848628,North America,Laptops,31,1596.86,Backordered,1,Setup,54,1,49502.66
HP00267,2025-03-05 03:38:52.848631,North America,Monitors,47,1596.86,Backordered,1,Setup,45,5,75052.42
HP00268,2025-04-06 03:38:52.848634,Europe,Desktops,55,1596.86,Cancelled,4,Setup,23,1,87827.3
HP00269,2025-01-24 03:38:52.848636,Africa,Printers,80,1596.86,Delivered,6,Network,28,4,127748.8
HP00270,2024-09-18 03:38:52.848639,Europe,Printers,62,1596.86,Pending,8,Setup,57,2,99005.32
HP00271,2025-02-08 03:38:52.848641,Asia-Pacific,Monitors,30,1596.86,Delivered,6,Warranty,26,3,47905.8
HP00272,2024-06-05 03:38:52.848644,South America,Monitors,55,1596.86,Cancelled,12,Software,25,2,87827.3
HP00273,2024-11-29 03:38:52.848647,Europe,Accessories,16,1596.86,Pending,9,Hardware,54,5,25549.76
HP00274,2024-10-28 03:38:52.848649,North America,Accessories,12,1596.86,Cancelled,9,Network,29,3,19162.32
HP00275,2024-12-14 03:38:52.848652,South America,Desktops,17,1596.86,Backordered,14,Setup,36,2,27146.62
HP00276,2024-05-16 03:38:52.848654,South America,Desktops,16,1596.86,Backordered,2,Setup,14,3,25549.76
HP00277,2024-10-16 03:38:52.848657,North America,Laptops,12,1596.86,Cancelled,10,Software,35,1,19162.32
HP00278,2024-12-18 03:38:52.848660,Europe,Accessories,8,1596.86,Pending,1,Software,30,4,12774.88
HP00279,2025-03-16 03:38:52.848662,North America,Printers,84,1596.86,Pending,2,Network,17,2,134136.24
HP00280,2024-05-20 03:38:52.848665,Africa,Accessories,3,1596.86,Delivered,5,Hardware,67,5,4790.58
HP00281,2025-03-01 03:38:52.848667,South America,Printers,16,1596.86,Backordered,4,Setup,30,1,25549.76
HP00282,2025-01-05 03:38:52.848670,Middle East,Monitors,30,1596.86,Delivered,4,Network,45,2,47905.8
HP00283,2024-07-05 03:38:52.848672,Middle East,Accessories,23,1596.86,Delivered,9,Warranty,51,1,36727.78
HP00284,2024-08-15 03:38:52.848675,Asia-Pacific,Monitors,92,1596.86,Cancelled,11,Warranty,47,5,146911.12
HP00285,2025-02-17 03:38:52.848677,North America,Desktops,5,1596.86,Cancelled,8,Network,53,2,7984.3
HP00286,2024-05-21 03:38:52.848680,North America,Desktops,84,1596.86,Delivered,6,Setup,64,5,134136.24
HP00287,2024-10-02 03:38:52.848682,Asia-Pacific,Laptops,65,1596.86,Backordered,1,Network,38,3,103795.9
HP00288,2025-01-14 03:38:52.848685,Asia-Pacific,Accessories,30,1596.86,Cancelled,2,Setup,64,5,47905.8
HP00289,2025-03-19 03:38:52.848688,Asia-Pacific,Monitors,21,1596.86,Delivered,6,Software,7,3,33534.06
HP00290,2024-08-22 03:38:52.848690,South America,Printers,84,1596.86,Delivered,11,Network,22,2,134136.24
HP00291,2024-12-13 03:38:52.848693,Africa,Desktops,70,1596.86,Delivered,2,Setup,41,3,111780.2
HP00292,2025-04-20 03:38:52.848695,North America,Desktops,22,1596.86,Delivered,13,Network,10,2,35130.92
HP00293,2025-01-17 03:38:52.848698,South America,Printers,82,1596.86,Delivered,10,Network,57,2,130942.52
HP00294,2025-04-21 03:38:52.848700,Asia-Pacific,Monitors,72,1596.86,Delivered,5,Setup,7,4,114973.92
HP00295,2024-12-14 03:38:52.848703,North America,Monitors,32,1596.86,Cancelled,14,Setup,50,2,51099.52
HP00296,2025-04-27 03:38:52.848705,South America,Accessories,33,1596.86,Backordered,5,Hardware,52,3,52696.38
HP00297,2025-05-03 03:38:52.848708,Africa,Accessories,16,1596.86,Delivered,6,Network,33,4,25549.76
HP00298,2024-10-10 03:38:52.848710,South America,Laptops,76,1596.86,Pending,6,Warranty,1,4,121361.36
HP00299,2024-07-12 03:38:52.848713,Africa,Desktops,38,1596.86,Cancelled,14,Network,53,2,60680.68
HP00300,2025-04-05 03:38:52.848718,Asia-Pacific,Accessories,98,1596.86,Cancelled,6,Network,60,5,156492.28
HP00301,2024-05-16 03:38:52.848722,Africa,Monitors,14,1596.86,Delivered,14,Setup,34,5,22356.04
HP00302,2024-05-28 03:38:52.848727,North America,Printers,36,1596.86,Cancelled,2,Network,4,4,57486.96
HP00303,2024-09-25 03:38:52.848732,Asia-Pacific,Monitors,97,1596.86,Delivered,14,Network,17,2,154895.42
HP00304,2025-03-16 03:38:52.848736,North America,Desktops,23,1596.86,Backordered,10,Warranty,4,5,36727.78
HP00305,2024-10-01 03:38:52.848741,Middle East,Monitors,66,1596.86,Backordered,14,Setup,43,2,105392.76
HP00306,2025-03-19 03:38:52.848747,Europe,Laptops,85,1596.86,Cancelled,13,Network,4,2,135733.1
HP00307,2024-05-21 03:38:52.848749,Africa,Desktops,2,1596.86,Cancelled,14,Software,1,4,3193.72
HP00308,2024-06-29 03:38:52.848752,Europe,Printers,91,1596.86,Pending,3,Hardware,71,4,145314.26
HP00309,2025-01-28 03:38:52.848754,Europe,Laptops,73,1596.86,Cancelled,14,Warranty,50,1,116570.78
HP00310,2025-03-24 03:38:52.848937,Africa,Desktops,65,1596.86,Pending,6,Network,61,5,103795.9
HP00311,2025-02-13 03:38:52.848957,Asia-Pacific,Printers,75,1596.86,Backordered,13,Software,35,5,119764.5
HP00312,2025-03-27 03:38:52.848963,Middle East,Laptops,67,1596.86,Backordered,8,Network,8,5,106989.62
HP00313,2025-02-21 03:38:52.848966,North America,Laptops,52,1596.86,Delivered,12,Network,24,3,83036.72
HP00314,2025-01-17 03:38:52.848969,South America,Desktops,62,1596.86,Backordered,13,Setup,36,2,99005.32
HP00315,2024-10-03 03:38:52.848972,North America,Accessories,23,1596.86,Pending,11,Setup,50,4,36727.78
HP00316,2024-05-19 03:38:52.848974,South America,Laptops,26,1596.86,Cancelled,12,Setup,43,5,41518.36
HP00317,2025-02-27 03:38:52.848978,North America,Laptops,68,1596.86,Delivered,1,Software,27,1,108586.48
HP00318,2024-11-23 03:38:52.848981,Africa,Printers,82,1596.86,Pending,1,Network,32,5,130942.52
HP00319,2025-01-18 03:38:52.848983,Middle East,Monitors,55,1596.86,Cancelled,11,Hardware,18,2,87827.3
HP00320,2025-04-22 03:38:52.848986,South America,Desktops,6,1596.86,Delivered,13,Warranty,28,2,9581.16
HP00321,2025-04-30 03:38:52.848989,Asia-Pacific,Desktops,35,1596.86,Backordered,2,Setup,29,4,55890.1
HP00322,2024-07-28 03:38:52.848991,North America,Accessories,22,1596.86,Pending,11,Setup,16,3,35130.92
HP00323,2025-03-26 03:38:52.848994,North America,Accessories,43,1596.86,Cancelled,12,Network,47,4,68664.98
HP00324,2025-05-08 03:38:52.848997,South America,Desktops,15,1596.86,Delivered,12,Network,59,5,23952.9
HP00325,2024-10-23 03:38:52.848999,Asia-Pacific,Accessories,86,1596.86,Delivered,6,Software,31,1,137329.96
HP00326,2024-06-10 03:38:52.849002,Asia-Pacific,Printers,60,1596.86,Backordered,9,Software,4,4,95811.6
HP00327,2024-09-29 03:38:52.849004,Africa,Desktops,12,1596.86,Cancelled,4,Setup,37,3,19162.32
HP00328,2024-08-15 03:38:52.849007,Africa,Accessories,49,1596.86,Backordered,3,Network,17,4,78246.14
HP00329,2025-01-28 03:38:52.849010,Africa,Desktops,42,1596.86,Backordered,12,Hardware,39,2,67068.12
HP00330,2025-02-14 03:38:52.849012,Africa,Monitors,38,1596.86,Cancelled,8,Warranty,48,5,60680.68
HP00331,2024-07-23 03:38:52.849015,Africa,Laptops,82,1596.86,Cancelled,11,Network,46,5,130942.52
HP00332,2024-11-14 03:38:52.849017,Africa,Desktops,45,1596.86,Cancelled,10,Network,48,5,71858.7
HP00333,2025-01-13 03:38:52.849020,Middle East,Laptops,35,1596.86,Pending,14,Software,39,5,55890.1
HP00334,2024-07-03 03:38:52.849026,Asia-Pacific,Accessories,30,1596.86,Cancelled,9,Warranty,4,5,47905.8
HP00335,2025-03-18 03:38:52.849031,Africa,Laptops,88,1596.86,Delivered,12,Setup,30,5,140523.68
HP00336,2024-12-26 03:38:52.849036,Asia-Pacific,Desktops,30,1596.86,Backordered,11,Network,30,1,47905.8
HP00337,2024-07-10 03:38:52.849040,Asia-Pacific,Monitors,78,1596.86,Pending,5,Setup,22,3,124555.08
HP00338,2024-09-14 03:38:52.849045,Europe,Accessories,6,1596.86,Cancelled,9,Network,66,5,9581.16
HP00339,2024-12-18 03:38:52.849049,Middle East,Desktops,67,1596.86,Pending,2,Setup,12,3,106989.62
HP00340,2024-11-06 03:38:52.849055,Africa,Accessories,80,1596.86,Cancelled,3,Warranty,36,5,127748.8
HP00341,2025-03-27 03:38:52.849058,North America,Printers,7,1596.86,Pending,7,Software,18,4,11178.02
HP00342,2025-03-29 03:38:52.849062,South America,Laptops,52,1596.86,Backordered,7,Warranty,53,5,83036.72
HP00343,2024-12-07 03:38:52.849067,North America,Printers,14,1596.86,Backordered,6,Hardware,71,2,22356.04
HP00344,2024-11-09 03:38:52.849071,Middle East,Desktops,73,1596.86,Delivered,6,Software,1,1,116570.78
HP00345,2024-07-07 03:38:52.849084,South America,Monitors,15,1596.86,Delivered,2,Warranty,58,4,23952.9
HP00346,2024-05-16 03:38:52.849089,Middle East,Accessories,21,1596.86,Cancelled,10,Hardware,6,4,33534.06
HP00347,2024-10-14 03:38:52.849094,Asia-Pacific,Laptops,35,1596.86,Backordered,6,Network,70,2,55890.1
HP00348,2025-01-23 03:38:52.849182,South America,Accessories,66,1596.86,Pending,4,Network,44,5,105392.76
HP00349,2024-12-03 03:38:52.849188,Asia-Pacific,Desktops,91,1596.86,Pending,12,Setup,24,1,145314.26
HP00350,2025-02-10 03:38:52.849192,North America,Accessories,2,1596.86,Pending,3,Software,19,4,3193.72
HP00351,2024-11-25 03:38:52.849196,North America,Laptops,35,1596.86,Delivered,13,Network,18,1,55890.1
HP00352,2025-03-04 03:38:52.849216,South America,Desktops,82,1596.86,Pending,11,Software,30,4,130942.52
HP00353,2024-12-06 03:38:52.849221,South America,Accessories,78,1596.86,Delivered,13,Network,42,5,124555.08
HP00354,2024-09-05 03:38:52.849229,Africa,Monitors,20,1596.86,Delivered,2,Setup,33,4,31937.2
HP00355,2024-07-19 03:38:52.849233,Middle East,Desktops,82,1596.86,Cancelled,1,Warranty,12,4,130942.52
HP00356,2025-05-06 03:38:52.849238,Africa,Desktops,10,1596.86,Pending,11,Setup,27,3,15968.6
HP00357,2024-12-23 03:38:52.849242,Middle East,Monitors,25,1596.86,Pending,11,Hardware,39,5,39921.5
HP00358,2024-12-28 03:38:52.849252,Africa,Printers,66,1596.86,Backordered,5,Network,9,2,105392.76
HP00359,2025-05-16 03:38:52.849254,Asia-Pacific,Laptops,25,1596.86,Cancelled,2,Hardware,21,2,39921.5
HP00360,2024-12-31 03:38:52.849257,South America,Printers,54,1596.86,Backordered,2,Hardware,29,5,86230.44
HP00361,2024-06-03 03:38:52.849260,North America,Accessories,33,1596.86,Cancelled,7,Software,33,2,52696.38
HP00362,2024-06-22 03:38:52.849262,Middle East,Monitors,36,1596.86,Pending,8,Network,62,5,57486.96
HP00363,2024-08-29 03:38:52.849264,Middle East,Printers,95,1596.86,Delivered,13,Hardware,15,2,151701.7
HP00364,2024-10-06 03:38:52.849268,North America,Desktops,14,1596.86,Delivered,10,Warranty,2,3,22356.04
HP00365,2025-02-26 03:38:52.849272,Africa,Accessories,65,1596.86,Delivered,8,Hardware,52,2,103795.9
HP00366,2025-05-01 03:38:52.849276,Middle East,Accessories,80,1596.86,Delivered,14,Warranty,44,4,127748.8
HP00367,2024-05-26 03:38:52.849281,Asia-Pacific,Printers,54,1596.86,Delivered,4,Software,54,5,86230.44
HP00368,2025-03-26 03:38:52.849285,South America,Printers,52,1596.86,Backordered,14,Hardware,18,1,83036.72
HP00369,2024-07-16 03:38:52.849295,North America,Monitors,3,1596.86,Cancelled,1,Setup,3,1,4790.58
HP00370,2024-11-17 03:38:52.849299,South America,Laptops,99,1596.86,Pending,11,Software,7,5,158089.14
HP00371,2024-12-22 03:38:52.849302,Middle East,Printers,41,1596.86,Backordered,7,Warranty,43,3,65471.26
HP00372,2024-05-22 03:38:52.849304,Middle East,Printers,6,1596.86,Cancelled,1,Software,38,2,9581.16
HP00373,2024-07-12 03:38:52.849307,North America,Desktops,25,1596.86,Delivered,11,Hardware,37,3,39921.5
HP00374,2024-07-13 03:38:52.849310,Asia-Pacific,Accessories,13,1596.86,Cancelled,4,Network,58,1,20759.18
HP00375,2024-08-30 03:38:52.849312,Europe,Laptops,98,1596.86,Cancelled,8,Network,33,5,156492.28
HP00376,2025-02-17 03:38:52.849315,North America,Desktops,8,1596.86,Delivered,2,Warranty,59,5,12774.88
HP00377,2024-09-27 03:38:52.849318,Europe,Monitors,21,1596.86,Delivered,6,Warranty,11,3,33534.06
HP00378,2024-10-24 03:38:52.849320,Africa,Monitors,98,1596.86,Delivered,13,Network,68,3,156492.28
HP00379,2024-11-01 03:38:52.849323,Europe,Printers,68,1596.86,Pending,6,Warranty,68,2,108586.48
HP00380,2024-10-10 03:38:52.849325,Asia-Pacific,Printers,25,1596.86,Delivered,12,Software,22,4,39921.5
HP00381,2024-10-04 03:38:52.849328,Africa,Monitors,79,1596.86,Pending,9,Setup,66,4,126151.94
HP00382,2024-08-19 03:38:52.849330,Europe,Printers,68,1596.86,Delivered,5,Setup,44,2,108586.48
HP00383,2025-01-04 03:38:52.849333,Africa,Laptops,45,1596.86,Pending,10,Software,6,4,71858.7
HP00384,2024-12-10 03:38:52.849335,Europe,Printers,60,1596.86,Cancelled,4,Setup,42,1,95811.6
HP00385,2025-03-02 03:38:52.849338,Asia-Pacific,Accessories,12,1596.86,Backordered,5,Hardware,25,4,19162.32
HP00386,2024-07-21 03:38:52.849340,Europe,Printers,32,1596.86,Cancelled,12,Software,57,2,51099.52
HP00387,2025-04-03 03:38:52.849343,Europe,Desktops,96,1596.86,Cancelled,12,Warranty,55,4,153298.56
HP00388,2024-11-11 03:38:52.849345,Europe,Laptops,92,1596.86,Delivered,10,Software,16,5,146911.12
HP00389,2024-12-19 03:38:52.849348,North America,Desktops,13,1596.86,Pending,11,Network,14,3,20759.18
HP00390,2024-05-25 03:38:52.849350,North America,Desktops,31,1596.86,Backordered,5,Warranty,39,1,49502.66
HP00391,2025-04-23 03:38:52.849353,North America,Accessories,78,1596.86,Delivered,8,Network,28,5,124555.08
HP00392,2024-06-16 03:38:52.849357,Asia-Pacific,Laptops,20,1596.86,Delivered,10,Warranty,51,5,31937.2
HP00393,2024-07-19 03:38:52.849359,Africa,Laptops,18,1596.86,Delivered,12,Setup,49,2,28743.48
HP00394,2025-02-07 03:38:52.849362,Middle East,Laptops,93,1596.86,Cancelled,8,Software,9,3,148507.98
HP00395,2025-03-26 03:38:52.849364,Europe,Laptops,60,1596.86,Pending,2,Hardware,58,3,95811.6
HP00396,2025-04-14 03:38:52.849367,Europe,Laptops,63,1596.86,Pending,7,Warranty,45,1,100602.18
HP00397,2024-10-23 03:38:52.849369,Asia-Pacific,Accessories,6,1596.86,Backordered,8,Warranty,22,2,9581.16
HP00398,2024-05-18 03:38:52.849372,Europe,Printers,32,1596.86,Pending,11,Network,32,1,51099.52
HP00399,2024-11-26 03:38:52.849374,North America,Desktops,93,1596.86,Pending,6,Setup,69,4,148507.98
HP00400,2024-10-19 03:38:52.849377,Middle East,Laptops,43,1596.86,Delivered,5,Network,69,5,68664.98
HP00401,2025-02-14 03:38:52.849379,South America,Printers,2,1596.86,Delivered,11,Network,42,1,3193.72
HP00402,2024-05-20 03:38:52.849385,Europe,Printers,60,1596.86,Cancelled,9,Setup,53,5,95811.6
HP00403,2024-05-21 03:38:52.849387,North America,Desktops,23,1596.86,Delivered,13,Hardware,59,2,36727.78
HP00404,2025-03-15 03:38:52.849391,South America,Accessories,83,1596.86,Delivered,3,Network,39,4,132539.38
HP00405,2024-09-21 03:38:52.849393,Middle East,Monitors,31,1596.86,Delivered,12,Network,15,2,49502.66
HP00406,2024-10-04 03:38:52.849396,South America,Monitors,5,1596.86,Delivered,13,Warranty,71,4,7984.3
HP00407,2024-12-11 03:38:52.849399,North America,Printers,83,1596.86,Cancelled,13,Setup,29,4,132539.38
HP00408,2024-05-25 03:38:52.849401,Africa,Desktops,34,1596.86,Delivered,10,Software,3,5,54293.24
HP00409,2024-10-11 03:38:52.849404,Africa,Monitors,10,1596.86,Backordered,4,Hardware,10,2,15968.6
HP00410,2024-12-09 03:38:52.849408,South America,Printers,89,1596.86,Backordered,9,Hardware,29,2,142120.54
HP00411,2024-08-19 03:38:52.849412,Asia-Pacific,Accessories,2,1596.86,Backordered,6,Setup,35,1,3193.72
HP00412,2024-11-03 03:38:52.849417,South America,Monitors,11,1596.86,Backordered,8,Warranty,6,2,17565.46
HP00413,2024-11-11 03:38:52.849421,Europe,Printers,50,1596.86,Delivered,7,Warranty,12,1,79843.0
HP00414,2024-09-05 03:38:52.849425,Europe,Printers,31,1596.86,Backordered,11,Setup,38,3,49502.66
HP00415,2025-03-22 03:38:52.849430,Africa,Laptops,56,1596.86,Delivered,2,Warranty,19,3,89424.16
HP00416,2024-06-01 03:38:52.849434,Asia-Pacific,Accessories,79,1596.86,Cancelled,3,Hardware,67,3,126151.94
HP00417,2024-10-03 03:38:52.849452,North America,Laptops,73,1596.86,Backordered,1,Hardware,8,2,116570.78
HP00418,2024-08-23 03:38:52.849457,Europe,Desktops,87,1596.86,Pending,9,Software,8,2,138926.82
HP00419,2024-06-30 03:38:52.849462,Africa,Laptops,83,1596.86,Backordered,13,Setup,47,1,132539.38
HP00420,2025-02-24 03:38:52.849466,Middle East,Laptops,9,1596.86,Backordered,7,Network,4,4,14371.74
HP00421,2025-04-19 03:38:52.849472,Africa,Monitors,99,1596.86,Delivered,1,Network,51,1,158089.14
HP00422,2024-10-01 03:38:52.849477,Europe,Printers,21,1596.86,Backordered,3,Software,67,3,33534.06
HP00423,2025-01-27 03:38:52.849480,Europe,Accessories,73,1596.86,Pending,4,Software,45,1,116570.78
HP00424,2025-02-02 03:38:52.849483,Africa,Laptops,28,1596.86,Delivered,4,Warranty,8,4,44712.08
HP00425,2024-09-04 03:38:52.849486,North America,Accessories,62,1596.86,Delivered,5,Software,16,2,99005.32
HP00426,2024-10-19 03:38:52.849490,South America,Laptops,7,1596.86,Cancelled,14,Software,67,1,11178.02
HP00427,2024-06-11 03:38:52.849495,Europe,Desktops,80,1596.86,Cancelled,3,Network,9,3,127748.8
HP00428,2024-11-24 03:38:52.849499,Africa,Laptops,16,1596.86,Backordered,3,Warranty,60,3,25549.76
HP00429,2024-08-24 03:38:52.849504,Africa,Monitors,97,1596.86,Cancelled,1,Software,71,2,154895.42
HP00430,2024-07-27 03:38:52.849509,Asia-Pacific,Printers,4,1596.86,Cancelled,7,Software,15,1,6387.44
HP00431,2024-08-22 03:38:52.849513,South America,Desktops,4,1596.86,Cancelled,11,Warranty,71,4,6387.44
HP00432,2025-01-26 03:38:52.849519,Middle East,Laptops,40,1596.86,Delivered,10,Setup,41,2,63874.4
HP00433,2024-12-25 03:38:52.849524,North America,Accessories,17,1596.86,Delivered,14,Warranty,22,1,27146.62
HP00434,2024-11-26 03:38:52.849527,Middle East,Desktops,52,1596.86,Delivered,1,Network,24,5,83036.72
HP00435,2025-01-01 03:38:52.849530,South America,Desktops,93,1596.86,Cancelled,2,Setup,44,3,148507.98
HP00436,2024-08-23 03:38:52.849532,South America,Laptops,52,1596.86,Delivered,13,Hardware,1,4,83036.72
HP00437,2024-12-24 03:38:52.849535,South America,Desktops,36,1596.86,Cancelled,4,Warranty,10,4,57486.96
HP00438,2024-06-03 03:38:52.849537,Middle East,Accessories,38,1596.86,Delivered,13,Network,56,4,60680.68
HP00439,2024-09-15 03:38:52.849540,South America,Desktops,50,1596.86,Delivered,4,Setup,50,3,79843.0
HP00440,2024-09-21 03:38:52.849542,Africa,Accessories,63,1596.86,Pending,5,Warranty,12,1,100602.18
HP00441,2025-04-21 03:38:52.849545,Middle East,Laptops,63,1596.86,Backordered,11,Software,60,2,100602.18
HP00442,2024-08-15 03:38:52.849547,South America,Printers,62,1596.86,Cancelled,2,Warranty,26,1,99005.32
HP00443,2025-03-15 03:38:52.849550,Africa,Desktops,99,1596.86,Pending,4,Hardware,41,2,158089.14
HP00444,2024-07-25 03:38:52.849552,Asia-Pacific,Printers,7,1596.86,Delivered,1,Warranty,36,4,11178.02
HP00445,2025-03-16 03:38:52.849555,South America,Accessories,27,1596.86,Cancelled,2,Setup,23,1,43115.22
HP00446,2024-08-05 03:38:52.849558,Middle East,Desktops,92,1596.86,Delivered,1,Setup,43,4,146911.12
HP00447,2025-02-14 03:38:52.849560,Europe,Monitors,86,1596.86,Backordered,10,Warranty,6,5,137329.96
HP00448,2024-12-30 03:38:52.849563,South America,Printers,14,1596.86,Pending,10,Setup,69,4,22356.04
HP00449,2025-04-20 03:38:52.849565,Europe,Desktops,71,1596.86,Backordered,13,Software,43,4,113377.06
HP00450,2024-06-23 03:38:52.849568,Africa,Printers,86,1596.86,Pending,4,Warranty,25,2,137329.96
HP00451,2024-06-28 03:38:52.849570,Asia-Pacific,Desktops,5,1596.86,Delivered,4,Software,18,5,7984.3
HP00452,2024-07-30 03:38:52.849573,North America,Laptops,55,1596.86,Backordered,7,Software,62,4,87827.3
HP00453,2024-12-29 03:38:52.849576,Asia-Pacific,Printers,2,1596.86,Backordered,10,Network,13,4,3193.72
HP00454,2024-09-02 03:38:52.849578,South America,Monitors,62,1596.86,Delivered,11,Warranty,43,5,99005.32
HP00455,2025-03-31 03:38:52.849581,Europe,Monitors,91,1596.86,Backordered,11,Setup,28,5,145314.26
HP00456,2024-05-21 03:38:52.849583,Europe,Accessories,21,1596.86,Cancelled,9,Software,18,1,33534.06
HP00457,2024-10-07 03:38:52.849586,Middle East,Desktops,79,1596.86,Pending,9,Network,59,2,126151.94
HP00458,2025-03-03 03:38:52.849590,Europe,Printers,21,1596.86,Pending,5,Warranty,60,5,33534.06
HP00459,2025-01-20 03:38:52.849592,Middle East,Accessories,10,1596.86,Pending,10,Warranty,63,5,15968.6
HP00460,2024-10-20 03:38:52.849595,Africa,Printers,87,1596.86,Cancelled,1,Hardware,57,3,138926.82
HP00461,2024-10-12 03:38:52.849606,North America,Desktops,58,1596.86,Pending,1,Hardware,51,5,92617.88
HP00462,2024-06-13 03:38:52.849609,South America,Monitors,39,1596.86,Delivered,6,Software,56,2,62277.54
HP00463,2025-04-15 03:38:52.849611,Middle East,Laptops,5,1596.86,Backordered,2,Hardware,27,4,7984.3
HP00464,2025-03-05 03:38:52.849614,North America,Monitors,65,1596.86,Cancelled,8,Software,32,4,103795.9
HP00465,2024-09-20 03:38:52.849617,Europe,Accessories,13,1596.86,Pending,13,Setup,9,4,20759.18
HP00466,2024-12-08 03:38:52.849619,Europe,Laptops,85,1596.86,Delivered,9,Software,68,4,135733.1
HP00467,2025-05-02 03:38:52.849622,North America,Accessories,90,1596.86,Backordered,13,Hardware,46,3,143717.4
HP00468,2025-03-02 03:38:52.849624,Europe,Desktops,85,1596.86,Backordered,4,Setup,67,5,135733.1
HP00469,2024-07-06 03:38:52.849627,Africa,Laptops,53,1596.86,Cancelled,5,Hardware,26,4,84633.58
HP00470,2025-02-21 03:38:52.849630,Africa,Accessories,82,1596.86,Cancelled,11,Software,8,1,130942.52
HP00471,2025-03-30 03:38:52.849632,North America,Desktops,45,1596.86,Cancelled,8,Network,6,4,71858.7
HP00472,2024-11-18 03:38:52.849635,Middle East,Monitors,32,1596.86,Delivered,3,Warranty,24,5,51099.52
HP00473,2024-08-17 03:38:52.849637,Middle East,Desktops,36,1596.86,Delivered,5,Hardware,48,4,57486.96
HP00474,2025-02-11 03:38:52.849640,North America,Printers,81,1596.86,Cancelled,3,Software,45,3,129345.66
HP00475,2025-04-19 03:38:52.849642,Middle East,Desktops,99,1596.86,Pending,12,Setup,13,2,158089.14
HP00476,2025-02-21 03:38:52.849645,Middle East,Desktops,60,1596.86,Backordered,10,Hardware,69,2,95811.6
HP00477,2025-02-28 03:38:52.849647,Africa,Printers,11,1596.86,Backordered,3,Hardware,25,5,17565.46
HP00478,2025-01-04 03:38:52.849649,Middle East,Accessories,63,1596.86,Delivered,3,Warranty,20,2,100602.18
HP00479,2025-03-25 03:38:52.849652,Asia-Pacific,Accessories,21,1596.86,Backordered,13,Software,66,2,33534.06
HP00480,2024-12-07 03:38:52.849654,South America,Desktops,52,1596.86,Pending,12,Network,45,1,83036.72
HP00481,2024-10-22 03:38:52.849657,Europe,Printers,55,1596.86,Backordered,7,Setup,47,5,87827.3
HP00482,2024-05-24 03:38:52.849667,Asia-Pacific,Printers,26,1596.86,Delivered,7,Software,63,5,41518.36
HP00483,2024-11-28 03:38:52.849670,Middle East,Monitors,68,1596.86,Delivered,7,Setup,55,2,108586.48
